code,SG-Trans,Adequacy,Conciseness,Fluency,GREAT,Adequacy,Conciseness,Fluency,NeuralCodeSum,Adequacy,Conciseness,Fluency,Transformer,Adequacy,Conciseness,Fluency,CodeTransformer,Adequacy,Conciseness,Fluency
"public boolean boundScroll ( ) { float curScroll = getStackScroll ( ) ; float newScroll = getBoundedStackScroll ( curScroll ) ; if ( Float . compare ( newScroll , curScroll ) != _NUM ) { setStackScroll ( newScroll ) ; return _BOOL ; } return _BOOL ; }
","bounds the current scroll if necessary , but does not synchronize the stack view with the model .",4,5,5,"bounds the current scroll if necessary , but does not synchronize the stack view with the model .",4,5,5,"bounds the current scroll if necessary , but does not synchronize the stack view with the model .",4,5,5,"bounds the current scroll if necessary , but does not synchronize the stack view with the model .",4,5,5,bounds the current scroll if necessary but .,4,5,5
"public void waitForVolumesToBeVisible ( CGRequestParams request ) { scan ( request . getCopies ( ) , request . getRsets ( ) ) ; }
",causes the request to be done in the " importation " and " set of outstanding .,3,4,3,waits for the request to highlight the locator .,4,5,5,waits for the node to have expired .,3,5,5,"f1 the request parameters why on an input request . after the request is completed , this call is used to test the visited activities .",2,4,3,handles the request request request request request request request request request request used request .,1,1,1
"public void updateView ( ) { if ( fInputElement != null && fParentComposite != null ) { IndicatorViewState oldState = fStateMap . get ( fInputElement ) ; boolean reload = fFilesToReoad . contains ( fInputElement ) ; if ( reload || oldState == null ) { JsonObject jsonObject = DroidsafePluginUtilities . parseIndicatorFile ( fInputElement ) ; if ( jsonObject == null ) return ; fFilesToReoad . remove ( fInputElement ) ; fState = new IndicatorViewState ( fInputElement , jsonObject , getSecuritySpec ( ) , oldState ) ; fStateMap . put ( fInputElement , fState ) ; } else { fState = oldState ; } setPartName ( fState . indicatorType ) ; showPage ( PAGE_VIEWER ) ; fTreeViewer . setInput ( fState . jsonObject ) ; if ( fTreeViewer . getSorter ( ) == null ) sortByField ( getSortByField ( ) ) ; } else { setPartName ( DEFAULT_PART_NAME ) ; } }
",fills and load a attached state object from the log and then understand the current state .,3,5,5,back from the queue < p > json object can be called after the stop is committed,3,4,3,update the view from the json and fill the given inputs,4,5,5,set the uninitialized state of uninitialized requests,2,5,5,computes the media object the page page if .,1,3,3
"public void addSeriesRenderer ( int index , SimpleSeriesRenderer renderer ) { mRenderers . add ( index , renderer ) ; }
",adds a simple renderer to the multiple renderer .,4,5,5,adds a simple renderer to the multiple renderer .,4,5,5,adds a simple renderer to the multiple renderer .,4,5,5,adds a simple renderer to the multiple renderer .,4,5,5,adds a simple renderer to the multiple renderer .,4,5,5
"private float calcAngle ( float value ) { return value / mData . getYValueSum ( ) * _NUM ; }
",calculates the needed angle for a given value,5,5,5,calculates the needed angle for a given value,5,5,5,calculates the needed angle for a given value,5,5,5,calculates the needed angle for a given value,5,5,5,calculates the needed angle for a given value .,5,5,5
"protected < T extends AbstractOptionValue < ? , ? > > AbstractOptions ( Function < T , T > valueFilter , AbstractOptions baseOptions , Iterable < T > values ) { requireNonNull ( baseOptions , STRING ) ; requireNonNull ( valueFilter , STRING ) ; requireNonNull ( values , STRING ) ; valueMap = new IdentityHashMap < > ( baseOptions . valueMap ) ; putAll ( valueFilter , StreamSupport . stream ( values . spliterator ( ) , _BOOL ) ) ; }
",creates a new instance .,3,5,5,creates a new instance .,3,5,5,creates a new instance .,3,5,5,creates a new instance .,3,5,5,creates an new instance of this class using .,3,5,5
"public CharSeq concat ( CharSeq another ) { return new CharSeq ( str + another . str ) ; }
",create a new charseq with the given string,5,5,5,construct a new charseq with the values of this charseq that matches the given charseq .,4,5,5,returns a new charseq with the same content,1,5,5,"returns a new charseq whose value is this charseq , with the given string",5,5,5,returns a with given given string .,2,3,3
"private void formatAndLogThrowable ( LoggingLevel level , Color color , String msg , Throwable t ) { if ( ! USE_COLORS ) { formatAndLogThrowable ( level , msg , t ) ; return ; } if ( PhotonLogger . level . id < level . id ) { return ; } LocalDateTime dateTime = LocalDateTime . now ( ) ; String formatted = formatLogLine ( level , dateTime , msg ) ; LoggingService . logThrowable ( dateTime , t , formatted , color ) ; }
",formats and logs a message with a throwable .,4,5,5,formats and logs a message with a throwable .,4,5,5,formats and logs a message with a throwable .,4,5,5,formats and logs a message with a throwable .,4,5,5,formats and logs a message with a arguments .,4,5,5
"public static String decodeCharset ( String s , String charset ) { if ( s == null ) { return null ; } try { byte buf [ ] = s . getBytes ( ASCII_CHARSET ) ; return ( new String ( buf , _NUM , buf . length , charset ) ) ; } catch ( UnsupportedEncodingException uee ) { return s ; } }
","decodes ' s basic encoding - encoded octets in ' % ' , using the specified encoding .",3,4,3,decodes data in the specified string using the utf - 8 scheme .,4,5,5,decode a string that looks like " % 25 " and two - character escapes " . the platform is converted to the character encoding .,3,4,4,"decodes a byte array into its string , using the specified encoding as specified by the base64 encoding . escaped characters are converted back to their original representation .",3,4,4,converts the contents that an string using .,2,5,3
"public void addRestrictedDomain ( String domainName ) { if ( StringUtils . isEmpty ( domainName ) ) { return ; } if ( restrictedDomains == null ) { restrictedDomains = new ArrayList < > ( ) ; } restrictedDomains . add ( domainName ) ; }
",adds specified domain name to the list of restricted domains,5,5,5,adds specified domain name to the list of restricted domains,5,5,5,adds specified domain name to the list of restricted domains,5,5,5,add specified domain name to the list of permitted domains,5,5,5,adds a sub name to the sub of sub sub sub .,2,2,2
